name,date_iso,amount_usd_millions,round,category,category_group,sector,lead_investors,other_investors,source,valuation_usd_millions,chains,defillama_id
MetaCRM,2023-04-25,2.5,Seed,,,Web3 CRM tools,Cherubic Ventures,"Ondine Capital, Red Building Capital, Tribe Accelerator",https://twitter.com/techinasia/status/1650722539973255168?s=20,,,
Anoma Foundation,2023-05-31,25.0,,L1,Base Layers & Scaling,"The Anoma Foundation is the Swiss non-profit that oversees Anoma, a full-stack architecture that helps developers build decentralized applications, and Namada, a layer 1 blockchain that allows for private transactions",CMCC Global,"Electric Capital, Delphi Digital, Dialectic, MH Ventures, KR1, Spartan Capital, NGC Ventures, Bixin Ventures, No Limit Holdings, Perridon Ventures, Plassa Capital, Factor Capital, Anagram, WAGMI Ventures",https://twitter.com/CoinDesk/status/1663893655747284993,,,
Loyyal,2017-06-12,1.2,Series A,,,Loyyal is a loyalty and rewards platform that brings interoperability to the currently fragmented industry.,,"Day One Investment, Hayaat Group, Integrated Networks, UAE Exchange",,,,
BlockMint,2018-07-20,5.06,Seed,,,"Distributed networks,  Distributed Systems, Blockchain,  Cryptocurrency,  Machine Learning",,,,,,
AmplifyWorld,2024-11-01,1.2,,Social Platform,,AmplifyWorld is a decentralized content platform connecting artists and fans through blockchain,Chapel Ventures,,https://x.com/AmplifyWorld/status/1852406560112181469,,,
Axie Infinity,2021-05-11,7.5,Series A,Game,,"Axie Infinity is a game centered around collecting, raising, and battling fantasy creatures called Axies.",,"500 Startups Vietnam, Alexis Ohanian, Collaborative Fund, Libertus Capital, Mark Cuban",,,,
Kirobo,2021-05-04,5.0,Corporate Round,,,Making Blockchain As Simple As Online Banking. Kirobo adds a logic layer into the blockchain that protects users from human error,DigiMax,,,,,
Verida,2021-06-15,3.0,Seed,Web3,,Web3 cross-chain decentralized identity protocol,,,,,,
HODL Media,2015-01-01,0.15,Pre-Seed,Analytics,"AI, Analytics & Data","HODL Media is the publisher of the popular HODL app, a real-time crypto & stock market tracker.",500 Startups,,,,,
Hibachi,2025-03-19,5.0,Seed,DeFi,DeFi & CeFi,Hibachi is a decentralized trading protocol designed for professional traders,,"Dragonfly Capital, Echo, Electric Capital",https://x.com/hibachi_xyz/status/1902389679137214879,,,
Vorto,2021-05-01,1.0,Pre-Seed,Gaming,"NFT, Gaming & Metaverse","A Game Publisher 3.0, powered by an all-in-one platform for web3 game studios, gamers, and content creators",High Net Wealth,,,,,
Osmosis Foundation,2021-10-27,21.0,ICO,DeFi,DeFi & CeFi,Osmosis is a automated market maker Protocol that enables to create liquidity and trade IBC enabled tokens.,Paradigm,"Do Kwon, Ethereal Ventures, Figment, Nascent, Robot Ventures",https://thedefiant.io/paradigm-backs-cosmos-dex-osmosis,,Cosmos,383
Arcium,2025-03-27,1.0,Angel Round,Infrastructure,Web3 Infrastructure & Tools,"Arcium is a pioneering parallelized confidential computing, enabling developers to build trustless and verifiable applications with enhanced privacy",,,https://x.com/ArciumHQ/status/1905234672264917244,,Solana,
Stader Labs,2022-01-23,12.5,Strategic Private Sale,DeFi,DeFi & CeFi,Liquid Staking,3AC,"Blockchain.com Ventures, Accomplice, DACM, GoldenTree, Accel, Amber Group, 4RC, Figment, Matt Cantieri, Prabhakar Reddy",https://twitter.com/staderlabs/status/1484158318650093568?s=20,,"Terra, Hedera, Ethereum, BSC, Fantom, Near, Terra2",1044
Energi,2022-05-21,50.0,,,,,,,https://twitter.com/energi/status/1527428017563353098,,,
ether.fi,2024-02-28,27.0,Series A,Liquid Staking Protocol,DeFi & CeFi,Native liquid restaking on Ethereum,"CoinFund, Bullish","Amber Group, Bankless Ventures, OKX Ventures, ConsenSys, Foresight Ventures, Fourth Revolution Capital, Punk Ventures DAO, White Star Capital, Relayer Capital, Collider Ventures, Lvna Capital, Draper Dragon, Arrington Capital, North Island Ventures, Chapter One, Version One Ventures, Node Capital, Stani Kulechov, Sandeep Nailwal, Defi Dad, Parallel, Will Price, leptokurtic, MrBlock",https://x.com/ether_fi/status/1762841187356979302,,Ethereum,2626
Boson Protocol,2020-12-01,1.67,Seed,DeFi,DeFi & CeFi,Boson Protocol is the decentralized network on which future commerce will run.,,,,,,
ZkSystems,2020-07-07,3.38,Seed,,,Software for Industry 4.0 Champions,,"EOS VC Fund, Brandenburg Kapital, FinLab EOS VC, Technologiefonds OWL",,,,
Arbelos Markets,2024-05-08,28.0,Private,Trading,DeFi & CeFi,trading firm providing principal liquidity across crypto derivatives markets,Dragonfly Capital,"Selini Capital, Breed VC, Room40 Ventures, FalconX, Circle Ventures, Paxos, P2 Ventures, Deribit, Chorus One Ventures, StarkWare, Immutable",https://x.com/CoinDesk/status/1788183547582226729,,,
Oxygen.org,2021-02-24,40.0,,Centralized Exchange,DeFi & CeFi,Oxygen.org is a decentralized premier brokerage protocol.,,"Alameda Research, CMS Holdings, Genesis Capital, Multicoin Capital",,,,
Redacted,2024-06-26,10.0,Private,Gaming,"NFT, Gaming & Metaverse",Web3 entertainment and gamification ecosystem,The Spartan Group,"Saison Capital, Animoca Brands, P2 Ventures",https://x.com/GamesBeat/status/1805964259953725782,,,
Mycelium,2015-03-13,3.0,Seed,,,Mycelium is pioneering secure and private digital banking for the era of digital assets.,,,,,,
Delphinus Labs,2023-08-21,,Private,Infrastructure,Web3 Infrastructure & Tools,First Open-Source zkWASM Virtual Machine,Binance Labs,,https://twitter.com/BinanceLabs/status/1693609159298879992,,,
Moonwell,2022-03-18,10.0,Private token sale,DeFi,DeFi & CeFi,,"Arrington XRP Capital, Hypersphere Ventures","Haun Ventures, Lemniscap, C Squared, Mirana Ventures, nfr, Woodstock, Robot Ventures, Signum Capital, Charterhouse Strategic Partners, KeyChain Capital, FMFW",https://twitter.com/LunarTechFdn/status/1504494814695460869,90.0,Polkadot,1853
Retraced,2024-09-10,16.7,Series A,Supply Chain,Web3 Infrastructure & Tools,a SaaS solution enabling tracing of fashion supply chains with Blockchain technology,Partech,"Alante Capital, Alstin Capital, F-Log Ventures",https://www.examinecrypto.com/post/retraced-a-saas-solution-enabling-tracing-of-fashion-supply-chains-with-blockchain-technology-rais,,,
Aidcoin,2018-01-17,7.31,ICO,,,AidCoin is an ERC20 token that will become the preferred method of giving and paying service fees throughout the non profit ecosystem.,,,,,,
Creative Destruction Lab (CDL),2017-11-21,4.0,,,,Creative Destruction Lab (CDL) is a no-fee/no-equity mentoring program for the founders and executives of pre-seed stage ventures.,"Bank of Montreal, RBC Capital",,,,,
Figment,2018-06-30,1.0,Pre-Seed,,,"Figment supports the adoption, growth and long term success of the Web 3 ecosystem.",,,,,,
Validation Cloud,2025-03-06,15.0,Series A,Infrastructure,Web3 Infrastructure & Tools,"Validation Cloud is a Web3 infrastructure platform specializing in scalable and compliant infrastructure for enterprises entering the Web3 space. Validation Cloud provides elite node and staking infrastructure to networks, builders, and asset managers",True Global Ventures,"Cadenza Ventures, Blockchain Founders Fund, Bloccelerate, BlockWall Digital, Side Door Ventures, Metamatic, GS Futures, AP Capital",https://x.com/ValidationCloud/status/1897761819701174298,,,
Qurable,2021-12-01,1.5,Pre-Seed,,,"We are the relationship management platform for web 3 that connects audiences and creators, empowering ownership of digital assets.",,"Accel, Investo, Latitud, Newtopia VC",,,,
ZenGo,2023-02-28,10.0,Series A+,,,Crypto wallet,,,https://twitter.com/TheBlock__/status/1630633702588858385?s=20,100.0,,
Integritee,2021-11-29,4.5,Series A,L1,Base Layers & Scaling,Integritee is a scalable public blockchain solution for securely processing sensitive business or personal data.,,,,,Polkadot,
Lit Protocol,2022-09-22,13.0,Series A,Infrastructure,Web3 Infrastructure & Tools,Decentralized cloud wallet app platform,1kx,"6th Man Ventures, OpenSea Ventures, A Capital, Frances Haugen, Ryan Selkis",https://twitter.com/LitProtocol/status/1572981766536790018,,,
Genopets,2021-10-18,8.3,Seed,Game,,"Genopets is the worlds first Free-to-Play, Move-to-Earn NFT mobile game that makes it fun and rewarding to live an active lifestyle.",,"Alameda Research, AllianceDAO, Animoca Brands, CMS Holdings, Kevin Lin, Konvoy Ventures, Mechanism Capital, Melanie Strong, Old Fashion Research, Pantera Capital, Richard Ma, Solana Ventures, Triblock, Valhalla Capital, Yield Guild Games, Xoogler, CMT Digital",,,,
GLIF,2024-02-06,4.5,Seed,Liquid Staking Protocol,DeFi & CeFi,Filecoin liquid staking service,Multicoin Capital,"Zee Prime Capital, FinTech Collective, Big Brain Holdings, Protocol Labs",https://x.com/glifio/status/1754885675143295202,,Filecoin,2858
Moonveil Entertainment,2023-10-27,5.4,Seed,Gaming,"NFT, Gaming & Metaverse",Web3 gaming studio,"gumi Cryptos Capital, Arcane Group","Longhash Ventures, IOSG, Infinity Ventures Crypto",https://x.com/TheBlock__/status/1717891368033419639,,,
Ballet,2022-06-11,13.0,Series A,,,,,,https://twitter.com/BalletCrypto/status/1534927507178237952,,,
Berkeley Compute,2024-09-24,5.0,Pre-Seed,Infrastructure,Web3 Infrastructure & Tools,decentralized GPU platform,Chia Network,,https://x.com/0xberkeley/status/1838624444501364959,,,
BloXroute Labs,2018-03-22,1.55,Seed,Scaling Solution,,BloXroute is a blockchain distribution network that helps in scaling blockchains to thousands of transactions/second on-chain.,,"1Confirmation, Blindspot Ventures, Flybridge, MetaStable Capital, Naval Ravikant",,,,
MakerDAO,2017-12-15,12.0,,DeFi,DeFi & CeFi,Lending platform,"Polychain Capital, Andreessen Horowitz","Distributed Capital Partners, Scanate, FBG Capital, Wyre Capital, Walden Bridge Capital, 1Confirmation",https://medium.com/@MakerDAO/maker-sells-12m-of-mkr-to-partners-led-by-andreessen-horowitz-and-polychain-capital-68b2b26548,,Ethereum,118
YGG,2023-02-17,13.8,Strategic,Gaming,"NFT, Gaming & Metaverse",blockchain game platform,DWF Labs,"a16z crypto, Galaxy Interactive, Sangha Capital Fund, Sanctor Capital, David LEE Kuo Chuen",https://twitter.com/YieldGuild/status/1626525166275801088,,,
Nibiru Chain,2024-02-05,12.0,,L1,Base Layers & Scaling,general-purpose layer 1 blockchain,,"Kraken Ventures, ArkStream Capital, NGC Ventures, Master Ventures, Tribe Capital, Banter Capital",https://x.com/NodeStake_top/status/1754482805931950553,,,
Theo,2025-04-24,20.0,,Trading,DeFi & CeFi,Theo is a decentralized trading infrastructure platform that democratizes access to institutional-grade trading strategies for both retail and institutional investors,"Hack VC, Anthos Capital","Manifold, Mirana Ventures, Metalayer Ventures, SCB Limited, Amber Group, Selini Capital, MEXC Ventures, Flowdesk",https://x.com/Theo_Network/status/1915391937143857574,,"Arbitrum, Base, Ethereum",5545
Gyroscope,2023-03-09,4.5,Seed,DeFi,DeFi & CeFi,Fully-backed Stablecoins protocol,"Placeholder, Galaxy","Maven 11, Archetype, Robot Ventures",https://twitter.com/GyroStable/status/1633841659300696072,,,2397
Tassat Group,2021-11-29,5.15,,,,TassatPay is a developer of a digital blockchain platform for digital payments and exchange markets.,,,,,,
Stacks,2019-09-24,23.0,ICO,Smart Contract Platform,,"Stacks is an app development company which builds bitcoin app, smart contracts, and digital assets.",,"Frontier Ventures, Omar Darwazah",,,,chain#stacks
Exorde Labs,2021-12-01,1.2,Seed,,,Exorde is the Web 3.0 network that empowers developers to scrape and link all public data on the web.,,"BlackDragon, Insignius Capital, Outlier Ventures, Palar Capital, Protocol Labs, Vespertine Capital",,,,
Kyber Network,2017-09-10,0.35,Seed,DeFi,DeFi & CeFi,KyberNetwork is a new system which allows the exchange and conversion of digital assets.,AlphaCoin Fund,,,,"Ethereum, Polygon, Avalanche, Fantom, BSC, Bittorrent, Arbitrum, Optimism, Cronos, Oasis, Velas, Aurora",127
GAMEE,2018-12-21,1.7,Convertible note issuance,Gaming,"NFT, Gaming & Metaverse","GAMEE is a high-engagement gaming platform, where users complete game missions, compete in tournaments and earn prizes.",,"3VC, Index Ventures, Initial Capital, Day One Ventures, Credo Ventures",,,,
Digihost,2020-02-14,4.07,Private Equity,Mining,Web3 Infrastructure & Tools,Digihost is a blockchain tech company that specializes in cryptocurrency mining.,,,,,,
Party Icons,2024-10-24,9.0,,Gaming,"NFT, Gaming & Metaverse",Mobile Gaming,Bitkraft Ventures,"IDG Capital, Gam3Girl Ventures, Leap Capital, Mantle Network",https://gam3s.gg/news/party-icons-secures-9-million/,,,
Element NFT Marketplace,2021-05-07,11.5,Angel Round,NFT,"NFT, Gaming & Metaverse",NFT marketplace,"SIG, Dragonfly Capital",,https://twitter.com/Element_Market/status/1390544935036755969?s=20,,,
CAN,2017-12-21,1.0,ICO,,,CAN team is focusing on Blockchain development and is to build a global Advertisement delivery and Content delivery network.,Node Capital,,,,,
Volare Finance,2021-12-17,,Seed,,,Options,"DCG, SCC Investements, Spark Digital Capital",,https://twitter.com/FinanceVolare/status/1471707274993287173,,,
Haven1,2024-12-06,4.6,Private Round,L1,Base Layers & Scaling,"Haven1 is the REKT-resistant EVM Layer 1 blockchain, engineered to address the critical challenges of security and liquidity in Web3",,"KuCoin Ventures, Kronos Research, Animoca Brands",https://x.com/Haven1official/status/1864988221664629217,,,
ApolloX,2022-06-08,,Seed,DeFi,DeFi & CeFi,,,"Binance Labs, Kronos Research, Lingfeng Capital, SafePal, TokenPocket, 3Commas, Lux Capital",https://twitter.com/ApolloX_com/status/1534132034167197696,,BSC,1772
"Group 1 Engineering ""G1E""",2018-01-10,17.0,ICO,,,"G1E specializes in designing, constructing, and managing a collection of commercial and residential real estate.",,,,,,
Layer1,2018-12-19,2.1,Seed,Infrastructure,Web3 Infrastructure & Tools,Layer1 builds turnkey Bitcoin mining data centers that boost the profitability of energy assets.,,"Charlie Songhurst, DCG, Jeffrey Tarrant, Peter Thiel",,,,
JAN3,2022-04-08,21.0,,,,,,,https://twitter.com/JAN3com/status/1512096352653787140,,,
Hive,2024-03-27,13.0,Series A,Storage,Web3 Infrastructure & Tools,decentralized cloud platform,SC Ventures,OneRagtime,https://x.com/HiveDistributed/status/1772833234742882664,,,
Staking Rewards,2021-11-23,3.21,,Analytics,"AI, Analytics & Data",Staking Rewards is the market leader for staking data & research.,,"1kx, CoinShares, DCG, Galaxy Digital, NxGen Capital, Sygnum",,,,
Opn,2021-08-05,40.0,Debt Financing,,,"Opn offers fintech solutions, consulting, and digital solutions for e-commerce.",Liquidity,,,,,
Bakkt,2018-12-31,182.5,Series A,CeFi,DeFi & CeFi,Crypto Payments,"Boston Consulting, Intercontinental Exchange, CMT Digital","Eagle Seven, Galaxy Digital, Goldfinch Partners, Alan Howard, Horizons, M12, Pantera Capital, PayU, Protocol Ventures",https://news.bitcoin.com/bakkt-completes-first-round-of-funding-with-182-5-million/,700.0,,
Ramp,2022-11-09,70.0,Series B,,,Crypto payments firm,"Mubadala Capital, Korelya Capital","Cogito Capital, Balderton Capital",https://twitter.com/TheBlock__/status/1590328936600322053,,,
Satori,2022-05-12,10.0,Seed,DeFi,DeFi & CeFi,A decentralized financial derivatives platform,"Polychain Capital, Blockchange Ventures","Jump Crypto, Coinbase Ventures, Portal Ventures",https://medium.com/satorifinance/satori-raises-10m-led-by-polychain-and-blockchange-bringing-decentralized-derivatives-to-2f29abf620ab,,"Polygon zkEVM, zkSync",2982
Rekord AG,2025-04-15,4.5,Seed,Infrastructure,Web3 Infrastructure & Tools,"enables any system, sensor, or software to anchor data on-chain for later verification, ensuring a single source of truth",,,https://www.startupticker.ch/en/news/following-a-chf-4-million-seed-round-rekord-ag-closes-two-strategic-deals,,,
Simplex,2016-02-05,7.0,Series A,,,Simplex is an EMI licensed Fintech company providing fraudless payment processing solutions to online merchants,,"Bitmain, DRW Venture Capital, FundersClub, iAngels, Yaron Lemelbaum, Accomplice",,,,
Stronghold,2018-07-12,3.3,Seed,,,Stronghold creates virtual payment networks that give developers access legacy and next-generation payment networks through a simple API.,,"Array Ventures, Cantos, Hack VC, Neural Capital, Oyster Ventures, Precursor Ventures, Vinny Lingham",,,,
Nuqtah,2023-03-15,,Seed,NFT,"NFT, Gaming & Metaverse",NFT Marketplace,Animoca Brands,Polygon,https://twitter.com/NuqtahNFT/status/1635989434297401345?s=20,,Polygon,
Repo Swap,2024-06-10,0.5,Seed,DeFi,DeFi & CeFi,Revolutionizing DeFi Innovation with VC Launchpad,QCP Capital,"ZK Prime Capital, XLink Ventures",https://reposwap.medium.com/reposwap-successfully-raises-seed-round-led-by-qcp-capital-4abf9002960a,,,
Levels Ventures,2021-07-09,1.5,Seed,,,Levels Ventures Is A Strategic Management Consulting And Advisory Firm That Helps Clients To Scale Smarter,,,,,,
Strix Leviathan,2018-03-15,1.63,Seed,Trading,DeFi & CeFi,"Strix Leviathan builds a crypto-trading platform for large entities like hedge funds, banks and traditional enterprise companies.",,"9Mile Labs, Curious Capital, Founders' Co-op, Future Perfect Venture, Liquid 2 Ventures",,,,
dYdX,2018-10-19,10.0,Series A,DeFi,DeFi & CeFi,"dYdX is a leading decentralized exchange offering Perpetual, Margin, & Spot trading, as well as borrow / lend pools on Ethereum.",,"1Confirmation, a16z crypto, Abstract Ventures, Bain Capital Crypto, Dragonfly Capital, Craft Ventures, Kindred Ventures, Naval Ravikant, Polychain, VY Capital",,,Ethereum,144
Ryder,2023-10-19,1.2,Seed,Hardware,Web3 Infrastructure & Tools,Hardware wallet,Oak Grove Ventures,"Bitcoin Frontier Fund, Muneeb Ali, SBX Capital",https://x.com/decryptmedia/status/1715035232586334235,,,
Northpointe Bank,2021-01-13,95.0,,CeFi,DeFi & CeFi,"Northpointe Bank is a financial services company that provides banking, home loan, and insurance services.",,,,,,
Medallion,2023-12-21,13.7,Series A,Web3,,"Medallion, a NYC-based provider of a direct artist-to-fan platform","Dragonfly Capital, Lightspeed Faction","Coinbase Ventures, Infinite Capital, J17 Capital, Third Prime Ventures, Zeal Capital",https://www.finsmes.com/2024/01/medallion-raises-13-7m-in-series-a-funding.html,,,
Center,2021-08-24,49.28,,,,Center is a complete corporate credit card and expense management solution.,,,,,,
Fjord Foundry,2024-03-13,4.3,Seed,Web3,,"community-focused platform, offering fair and transparent Liquidity Bootstrapping Pools",Lemniscap,"Mechanism Capital, Zee Prime Capital, DCD, UniswapVilain, Rager, JZ, Kieran Warwick, Fomosaurus",https://x.com/FjordFoundry/status/1767969619229172209,,Ethereum,
Bracket Labs,2023-06-20,,Seed,DeFi,DeFi & CeFi,leveraged structured products on-chain,Binance Labs,,https://twitter.com/Bracket_Labs_/status/1671186406688051201,,,
Origo,2018-06-10,30.0,,Infrastructure,Web3 Infrastructure & Tools,Origo enables users to create and execute smart contracts without leaking any sensitive information.,Polychain Capital,,,,,
dKloud,2025-06-25,3.15,,DePIN,Web3 Infrastructure & Tools,"dKloud is a decentralized cloud platform that connects DePIN networks with enterprise IT. It lets businesses deploy apps using crypto or fiat without managing complex systems. With tools like DevPack, LaunchPack, and KloudDeploy, users can autoscale across both decentralized and traditional clouds, cutting costs by up to 50%. Developers can also share tools in a marketplace and earn $DKT tokens",,"Animoca Brands, Avalaunch, Blizzard Fund, Brinc, Genesis Block Ventures, Maven Capital, Pulsar, SMO Capital, Telos Foundation, Baboon VC",https://x.com/dKloud_io/status/1937816464037425167,,,
Metaco,2018-04-27,3.0,,,,METACO designs institutional digital asset management solutions for the financial industry.,,"Avaloq, Schweizerische Post, SICPA, Swisscom",,,,
Railgun,2021-07-26,7.0,Private token sale,DeFi,DeFi & CeFi,RAILGUN is a smart contract that brings privacy to cryptocurrencies and DeFi.,DCG,,https://www.coindesk.com/business/2022/01/26/railgun-aims-for-private-defi-with-10m-backing-from-dcg/,,"Ethereum, Polygon, BSC",1320
Korbit,2021-11-29,75.57,,Centralized Exchange,DeFi & CeFi,"Korbit provides online bitcoin exchange, wallet, and merchant processor services.",SK Square Americas,,,,,
Blackbird,2025-04-08,50.0,Series B,Payments,DeFi & CeFi,"Blackbird is a restaurant discovery and rewards platform that enables users to discover, book, and earn rewards for dining at various restaurants",Spark Capital,"Coinbase Ventures, a16z crypto, USV, American Express Ventures",https://fortune.com/crypto/2025/04/08/blackbird-funding-ben-leventhal-restaurants/,,Base,
Chronicle,2021-06-02,3.2,Seed,NFT,"NFT, Gaming & Metaverse",Chronicle is a next-generation NFT platform.,,"499Block, 4SV, AU21 Capital, Aussie Capital, Bella Protocol, Blocksync Ventures, DAO Maker, Genesis Block Ventures, GravityX Capital, Logos Capital, Magnus Capital, Moonwhale Ventures, Three M Capital, Twin Apex Capital, Vietnam Blockchain Corporation, VYSYN Capital, X21 Digital",,,Aurora,1198
TopMonks,2017-06-01,1.586,Seed,Infrastructure,Web3 Infrastructure & Tools,"TopMonks is a software development company specialising in infrastructure projects, blockchain, web applications and startups.",Reflex Capital,,,,,
Divi Project,2017-08-27,2.7,ICO,,,Divi Project offers a way for users to accrue passive income that can be monitored easily from all operating systems.,,,,,,
Lombard,2024-10-16,1.0,Strategic,Liquid Restaking Protocol,,"LBTC is a Bitcoin LST, built on top of Babylon, free to be put to work in DeFi",Binance Labs,,https://x.com/Lombard_Finance/status/1846570425364484407,,Babylon,5097
BitPay,2018-04-02,10.0,Series B,CeFi,DeFi & CeFi,BitPay provides enterprise-grade bitcoin payment solutions for businesses and organizations.,,"Aquiline Capital Partners, Capital Nine, Delta-v Capital, G Squared, Menlo Ventures, Nimble Ventures, RRE Ventures",,,,
VOOX,2025-01-10,50.0,,Trading,DeFi & CeFi,an innovative AI-driven cryptocurrency platform,Pinnacle Capital SPC,,https://cointelegraph.com/press-releases/ai-driven-crypto-exchange-voox-unveils-its-backer,,,
Strips Finance,2021-10-06,8.5,ICO,DeFi,DeFi & CeFi,"STRIPS was designed to allow users to trade, speculate, and hedge interest rates.",,"Fabric Ventures, Morningstar Capital, Multicoin Capital, Sequoia Capital India",,,Arbitrum,1592
NodeReal,2022-05-20,16.0,Series A,,,,,,https://twitter.com/Nodereal_io/status/1526910519038611457,,,
authentic.network,2021-07-15,3.07,Seed,,,"Blockchain, platform for digital twin","Jentzsch Investment, Peppermint Holding",,,,,
Chainup,2017-11-01,1.0,Seed,,,"Chainup is the one-stop blockchain technology service company,the Chainup has established a set of systems .",Node Capital,,,,,
Eesee,2024-01-11,2.85,Private,NFT,"NFT, Gaming & Metaverse",Gamified NFT Marketplace,,"SevenX Ventures, Maven 11, MetaBros, Daedalus, Ape Terminal, Momentum, Contango Digital Assets, Spyre Capital, basementDAO",https://x.com/eesee_io/status/1745080696945701212,,Ethereum,4443
BANKEX,2017-11-26,16.5,ICO,,,BANKEX is digital asset banking platform that creates infrastructure for tokenized assets and the world's capital markets,,Alexis Berthoud,,,,
MagicBlock,2024-09-17,3.0,Pre-Seed,Gaming,"NFT, Gaming & Metaverse",developing a high-performance engine for fully onchain games and applications on Solana,a16z crypto,,https://x.com/magicblock/status/1836095362559586766,,Solana,
Mars Finance,2018-06-12,51.0,Series A,News,,Mars Finance is a Chinese news and reports platform focusing on the blockchain and cryptocurrency sector.,,"Ceyuan Ventures, Huobi Eco",,,,
Bit Origin,2021-11-24,16.5,Post-IPO Equity,Mining,Web3 Infrastructure & Tools,Bit Origin is an emerging growth crypto mining company.,,,,,,
JAN3,2025-01-03,5.0,Seed,Bitcoin infrastructure,,JAN3’s mission is to Accelerate Hyperbitcoinization. They work on nation-state Bitcoin adoption and also develop the popular AquaBitcoin wallet,Fulgur Ventures,"Grupo Salinas, Tether, Lightning Ventures, East Ventures, Plan B Fund, Bitcoin Opportunity Fund, NYDIG",https://x.com/JAN3com/status/1875324514571317725,,Bitcoin,
August,2025-03-07,10.0,Series A,DeFi,DeFi & CeFi,a blockchain and Web3 infrastructure company focused on bridging DeFi and traditional centralized finance for institutional clients,Dragonfly Capital,"SCB Limited, 6th Man Ventures, Foresight Ventures",https://x.com/august_digital/status/1897995642343244012,,,
"MOIN, Inc.",2018-01-02,2.3,Series A,,,"MOIN is a Blockchain-based global money transfer service, which is fast, convenient, and reasonably priced, focusing on Asia countries.",,"BA Partners, Bokwang Investment, Capstone Partners Co, Honest Ventures, The Wells Investment",,,,
Fluency,2021-07-06,1.3,Seed,,,Fluency is a CBDC proprietary blockchain revolutionising and powering the existing financial system.,,,,,,
WOO Network,2021-11-09,30.0,Series A,Centralized Exchange,DeFi & CeFi,"WOO Network is a digital assets liquidity network connecting traders, exchanges, institutions, and DeFi platforms.",,"3Commas, AG Build, Antalpha Ventures, AscendEX, Avalanche Asia Star Fund, BitMart, Crypto.com Capital, Fenbushi Capital, Gate Ventures, L-Bank, MEXC Global, Michael van Paesschen, PSP Soteria Ventures, QCP Capital, 3AC, TokenInsight, ViaBTC Capital",,,,
Rage Trade,2024-07-31,6.0,Public token sale,DeFi,DeFi & CeFi,Perp Aggregator,,,https://x.com/rage_trade/status/1818624118872588446,,"Arbitrum, Optimism, Hyperliquid L1, Aevo",4447
Empiric Network,2022-07-16,7.0,Seed,,,,,,https://twitter.com/EmpiricNetwork/status/1548010143496843265,,,
Syndicate,2021-08-31,20.0,Series A,,,Syndicate is a decentralized asset management platform and social network.,,"A Capital, Aave Ventures, Alexis Ohanian, Alice Lloyd George, a16z, Archetype, Ashley Tyson, Ashton Kutcher, Atelier Ventures, Biz Stone, Bored Elon, Boris Wertz, Coinbase Ventures",,,,
Bitcoin.com.au,2018-09-12,2.15,,Centralized Exchange,DeFi & CeFi,"Bitcoin.com.au is the cheapest, most convenient, and trusted exchange in Australia.",KuCoin Ventures,,,,,
RNDR Token,2021-12-21,30.0,ICO,,,"RNDR Token enables distributed GPU rendering on the blockchain, using OctaneRender.",,"Alameda Research, Bill Lee, Multicoin Capital, Sfermion, Solana Foundation, Vinny Lingham",,,,
BarnBridge,2020-09-11,1.0,Seed,DeFi,DeFi & CeFi,Tokenized risk protocol,,"Andrew Keys, Blockchain Companies LLC, Centrality, Fourth Revolution Capital, Kain Warwick, ParaFi Capital, Stani Kulechov",,,"Ethereum, Polygon, Optimism, Arbitrum, Avalanche, BSC",131
Agoric,2019-05-13,4.0,,Smart contract security,,Smartcontract Platform,"Xpring, Outlier Ventures","gumi Cryptos Capital, Kilowatt Capital, MetaStable, Lemniscap, Rockaway Blockchain Fund, Interchain Foundation, Polychain Capital",https://www.coindesk.com/markets/2019/05/13/ripples-xpring-outlier-ventures-back-4-million-raise-for-agoric/,,Cosmos,
Fleek,2025-05-08,5.0,Public token sale,AI,"AI, Analytics & Data","Fleek is a cloud platform for building, managing, and monetizing AI agents and virtual influencers, designed for next-gen digital engagement",,,https://x.com/fleek/status/1920539927768371414,,,
Bitt,2018-03-08,3.0,Series A,,,Bitt is a global financial software company that catalyzes the transformation from traditional to digital currency systems.,Medici Ventures,,,,,
Public.com,2020-03-02,15.0,Series B,CeFi,DeFi & CeFi,"Public.com is the fractional investing platform where members build modern portfolios of stocks & ETFs, crypto & NFTs, art & collectibles.",,"Accel, Advancit Capital, Ambridge Capital, Casey Neistat, Counterpart Advisors, Dreamers VC, Greycroft, JJ Watt, Jonathan Weiner, Keisuke Honda, LionTree, Morgan DeBaun, PLG Ventures, Scott Belsky, Sophia Amoruso, Will Smith",,,,
Cosmic Guild,2021-12-23,1.5,Seed,Gaming,"NFT, Gaming & Metaverse",Guild,Binance Labs,"Alameda Research, DeFiance Capital, Play Ventures",https://twitter.com/Cosmic_Guild/status/1473857984207884288,,,
Salsa,2023-02-16,2.0,Pre-Seed,,,Web3 messaging,"IDEO CoLab Ventures, Inflection.xyz","Superscrypt, Nader Al-Naji, Liam Horne, Dan Romero, Balaji Srinivasan, Henri Stern, Khan Tasinga, Patricio Worthalter, gmoney",https://twitter.com/CoinDesk/status/1626220370733985792?s=20,,,
NuCypher,2017-12-12,4.4,,Infrastructure,Web3 Infrastructure & Tools,NuCypher is a cryptography company that builds privacy-preserving infrastructure and protocols.,,"Amino Capital, Andrea Dusi, CoinFund, Compound, FBG Capital, Galaxy Investment Partners, Hashed, Kenetic, Mission and Market, Nima Capital, Polychain, Reciprocal Ventures, Satoshi Fund",,,,
